vin,priority,trigger,tier,prob,evidence_summary,window_statement,watchlist_badge,sma_dead_badge,silence_trigger_active,timestamp
VIN14_F_SM,P0,A2_battery_cascade_fired,RED,0.9958,H2_dwell(16wk RED); H5_fleet_pctile(6/6 wk); A2_battery_cascade(fired); persistence_terminal(active),"n=4; bootstrap 95% CI [28d, 91d]; scheduling window: 14-30 days from alert. Retrospective n=4 only. Min lead 28d so 2-week scheduling is tight. NF false alarms: 0/20. NOT a countdown clock.",False,False,True,2026-06-12T19:37:40
VIN14_F_SM,P0_OPS,silence_overlay,RED,0.9958,silence_days=92; tier=RED; ops check <=72h,"No telemetry for 92 days while tier=RED. Verify vehicle operational and telematics connectivity within 72 hours. A quiet truck is itself a maintenance signal (VIN8/9_F lesson); note 5 NF trucks are also SMA-dead — silence is not proof of failure. In this retrospective snapshot, trucks whose history ends before the fleet data wall appear silent by construction.",False,False,True,2026-06-12T19:37:40
VIN15_NF_SM,GREEN_OK,GREEN_tier,GREEN,0.1126,persistence_terminal(active); A1_crank_burst(6 ep),,True,False,False,2026-06-12T19:37:40
VIN20_NF_SM,P1,RED_tier_no_channel_yet,RED,0.5934,H1_momentum(Δprob=+0.317),"n=10; bootstrap 95% CI [128d, 273d]; scheduling window: 30-60 days or next scheduled service. First-fire combined-channel leads for RED-tier failed trucks. 2 RED NF trucks are false positives. Monitoring only; act on channel fire. NOT a countdown clock.",False,True,True,2026-06-12T19:37:40
VIN20_NF_SM,P0_OPS,silence_overlay,RED,0.5934,silence_days=144; tier=RED; ops check <=72h,"No telemetry for 144 days while tier=RED. Verify vehicle operational and telematics connectivity within 72 hours. A quiet truck is itself a maintenance signal (VIN8/9_F lesson); note 5 NF trucks are also SMA-dead — silence is not proof of failure. In this retrospective snapshot, trucks whose history ends before the fleet data wall appear silent by construction.",False,True,True,2026-06-12T19:37:40
VIN2_F_SM,P1,RED_tier_no_channel_yet,RED,0.9138,H1_momentum(Δprob=+0.595); persistence_terminal(active),"n=10; bootstrap 95% CI [128d, 273d]; scheduling window: 30-60 days or next scheduled service. First-fire combined-channel leads for RED-tier failed trucks. 2 RED NF trucks are false positives. Monitoring only; act on channel fire. NOT a countdown clock.",False,False,True,2026-06-12T19:37:40
VIN2_F_SM,P0_OPS,silence_overlay,RED,0.9138,silence_days=66; tier=RED; ops check <=72h,"No telemetry for 66 days while tier=RED. Verify vehicle operational and telematics connectivity within 72 hours. A quiet truck is itself a maintenance signal (VIN8/9_F lesson); note 5 NF trucks are also SMA-dead — silence is not proof of failure. In this retrospective snapshot, trucks whose history ends before the fleet data wall appear silent by construction.",False,False,True,2026-06-12T19:37:40
VIN2_NF_SM,P2,AMBER_tier,AMBER,0.4485,persistence_terminal(active); A1_crank_burst(2 ep),,True,False,False,2026-06-12T19:37:40
VIN3_F_SM,P0,A2_battery_cascade_fired,GREEN,0.3127,A2_battery_cascade(fired); persistence_terminal(active),"n=4; bootstrap 95% CI [28d, 91d]; scheduling window: 14-30 days from alert. Retrospective n=4 only. Min lead 28d so 2-week scheduling is tight. NF false alarms: 0/20. NOT a countdown clock.",False,False,False,2026-06-12T19:37:40
VIN4_F_SM,P2,AMBER_tier,AMBER,0.3523,persistence_terminal(active),,False,False,True,2026-06-12T19:37:40
VIN4_F_SM,P0_OPS,silence_overlay,AMBER,0.3523,silence_days=199; tier=AMBER; ops check <=72h,"No telemetry for 199 days while tier=AMBER. Verify vehicle operational and telematics connectivity within 72 hours. A quiet truck is itself a maintenance signal (VIN8/9_F lesson); note 5 NF trucks are also SMA-dead — silence is not proof of failure. In this retrospective snapshot, trucks whose history ends before the fleet data wall appear silent by construction.",False,False,True,2026-06-12T19:37:40
VIN5_F_SM,P0,H2_dwell_fired,RED,0.9936,H2_dwell(27wk RED); H5_fleet_pctile(6/6 wk); persistence_terminal(active),"n=10; bootstrap 95% CI [126d, 284d]; scheduling window: 14-28 days. Leads vs t_end/JCOPENDATE. Long median lead (~months) means condition flag, NOT failure-imminent alarm. 4/20 NF also end in persistence fire state. NOT a countdown clock.",False,False,True,2026-06-12T19:37:40
VIN5_F_SM,P0_OPS,silence_overlay,RED,0.9936,silence_days=113; tier=RED; ops check <=72h,"No telemetry for 113 days while tier=RED. Verify vehicle operational and telematics connectivity within 72 hours. A quiet truck is itself a maintenance signal (VIN8/9_F lesson); note 5 NF trucks are also SMA-dead — silence is not proof of failure. In this retrospective snapshot, trucks whose history ends before the fleet data wall appear silent by construction.",False,False,True,2026-06-12T19:37:40
VIN5_NF_SM,P0,H2_dwell_fired,RED,0.8856,H1_momentum(Δprob=+0.159); H2_dwell(6wk RED); persistence_terminal(active); A1_crank_burst(2 ep),"n=10; bootstrap 95% CI [126d, 284d]; scheduling window: 14-28 days. Leads vs t_end/JCOPENDATE. Long median lead (~months) means condition flag, NOT failure-imminent alarm. 4/20 NF also end in persistence fire state. NOT a countdown clock.",True,False,False,2026-06-12T19:37:40
VIN6_F_SM,P0,A2_battery_cascade_fired,RED,0.9999,H2_dwell(22wk RED); H5_fleet_pctile(6/6 wk); A2_battery_cascade(fired); persistence_terminal(active),"n=4; bootstrap 95% CI [28d, 91d]; scheduling window: 14-30 days from alert. Retrospective n=4 only. Min lead 28d so 2-week scheduling is tight. NF false alarms: 0/20. NOT a countdown clock.",False,False,True,2026-06-12T19:37:40
VIN6_F_SM,P0_OPS,silence_overlay,RED,0.9999,silence_days=105; tier=RED; ops check <=72h,"No telemetry for 105 days while tier=RED. Verify vehicle operational and telematics connectivity within 72 hours. A quiet truck is itself a maintenance signal (VIN8/9_F lesson); note 5 NF trucks are also SMA-dead — silence is not proof of failure. In this retrospective snapshot, trucks whose history ends before the fleet data wall appear silent by construction.",False,False,True,2026-06-12T19:37:40
VIN7_F_SM,P0,H2_dwell_fired,RED,0.9106,H2_dwell(11wk RED); persistence_terminal(active),"n=10; bootstrap 95% CI [126d, 284d]; scheduling window: 14-28 days. Leads vs t_end/JCOPENDATE. Long median lead (~months) means condition flag, NOT failure-imminent alarm. 4/20 NF also end in persistence fire state. NOT a countdown clock.",False,False,True,2026-06-12T19:37:40
VIN7_F_SM,P0_OPS,silence_overlay,RED,0.9106,silence_days=101; tier=RED; ops check <=72h,"No telemetry for 101 days while tier=RED. Verify vehicle operational and telematics connectivity within 72 hours. A quiet truck is itself a maintenance signal (VIN8/9_F lesson); note 5 NF trucks are also SMA-dead — silence is not proof of failure. In this retrospective snapshot, trucks whose history ends before the fleet data wall appear silent by construction.",False,False,True,2026-06-12T19:37:40
VIN8_F_SM,P1,RED_tier_no_channel_yet,RED,0.6967,H1_momentum(Δprob=+0.351); persistence_terminal(active),"n=10; bootstrap 95% CI [128d, 273d]; scheduling window: 30-60 days or next scheduled service. First-fire combined-channel leads for RED-tier failed trucks. 2 RED NF trucks are false positives. Monitoring only; act on channel fire. NOT a countdown clock.",False,True,True,2026-06-12T19:37:40
VIN8_F_SM,P0_OPS,silence_overlay,RED,0.6967,silence_days=114; tier=RED; ops check <=72h,"No telemetry for 114 days while tier=RED. Verify vehicle operational and telematics connectivity within 72 hours. A quiet truck is itself a maintenance signal (VIN8/9_F lesson); note 5 NF trucks are also SMA-dead — silence is not proof of failure. In this retrospective snapshot, trucks whose history ends before the fleet data wall appear silent by construction.",False,True,True,2026-06-12T19:37:40
VIN8_NF_SM,GREEN_OK,GREEN_tier,GREEN,0.0469,persistence_terminal(active); A1_crank_burst(5 ep),,True,False,False,2026-06-12T19:37:40
